"Institution","Acad Group","Acad Org","Subject","Catalog","Course Title","Descr of Pre/Co-requisites","Line","Logical Connector","LP","Line Type","Rqs Type","Req Subject","Req Catalog","Min Grade","Min GPA","Min Units","Cond Code","Operator","Value","RP","Allow In-Progress","Allow Trnsfr Crdt","Allow Test Crdt","Allow Othr Crdt","Allow Equiv Course","Consent","Eff Date","Rqrmnt","Value","Institution","Acad Group","Subject","Catalog","Ptrn Type","Course ID","Designation","Parenth","Min Course","Trnsfr Lvl","In GPA crs","Excl In-Progrss","Min Points","Min Units","Valid Beg","Valid End","Term","Assoc","Topic ID","Test ID","Component","Score","Key"
"QNS01","ARTHU","LCD-QC","LCD"," 704","The Psychology of Speech","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 705","Lang&Cross-Cult Com","PRE/CO: LCD 701","0010","","(","Course","Pre-Rqs","LCD"," 701","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","02/01/1998","","","QNS01","","","","SMPL","010860","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 705","Lang&Cross-Cult Com","PRE/CO: LCD 701","0020","Or","","Course","Co-Rqs","LCD"," 701","","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","02/01/1998","","","QNS01","","","","SMPL","010860","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","LCD-QC","LCD"," 706","Bilingualism","PRE/CO: LCD 701","0010","","(","Course","Pre-Rqs","LCD"," 701","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/01/1998","","","QNS01","","","","SMPL","010860","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 706","Bilingualism","PRE/CO: LCD 701","0020","Or","","Course","Co-Rqs","LCD"," 701","","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","06/01/1998","","","QNS01","","","","SMPL","010860","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","LCD-QC","LCD"," 707","Eval & Measure Tesol","PRE: LCD 703, AND 741","0010","","","Course","Pre-Rqs","LCD"," 703","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","09/01/1998","","","QNS01","","","","SMPL","010862","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 707","Eval & Measure Tesol","PRE: LCD 703, AND 741","0020","And","","Course","Pre-Rqs","LCD"," 741","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","09/01/1998","","","QNS01","","","","SMPL","010895","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","LCD-QC","LCD"," 708","Speech Science","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 709","Read/Write Basic Ed","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 710","Physiological Acoustics","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 712","Multiple Literacies in TESOL","PRE: LCD 741","0010","","","Course","Pre-Rqs","LCD"," 741","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","02/01/2003","","","QNS01","","","","SMPL","010895","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 717","The Acquisition of Language","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1998","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 720","Teach Eng Sound Stru","PRE/CO: LCD 701","0010","","(","Course","Pre-Rqs","LCD"," 701","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","02/01/1999","","","QNS01","","","","SMPL","010860","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 720","Teach Eng Sound Stru","PRE/CO: LCD 701","0020","Or","","Course","Co-Rqs","LCD"," 701","","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","02/01/1999","","","QNS01","","","","SMPL","010860","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","LCD-QC","LCD"," 721","Pre-Sch L/L Disorder","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1999","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 722","Speech Disorders: Stuttering","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1999","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 723","Augment Com Handicap","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1998","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 724","Neuromotor Disorders","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1999","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 726","Lang Disord Adult I","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1999","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 727","Speech Disorders: Voice.","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1998","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 728","Org Spe-Lang Path/Au","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/2004","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 729","Pract Spe-Lang Path","","","","","","","","","","","","","","","","","","","","","No Consent","06/05/2009","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 730","Spe Disord:Artc/Phon","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1998","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 731","Lang Disord:Adults II","PRE: LCD 726. OPEN ONLY TO SPPTH-MA","0010","","","Course","Pre-Rqs","LCD"," 726","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","09/01/1999","","","QNS01","","","","SMPL","010880","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 731","Lang Disord:Adults II","PRE: LCD 726. OPEN ONLY TO SPPTH-MA","0020","And","","Condition","","","","","0.000","0.00","Acad Plan","Equal","SPPTH-MA","","Y","Y","Y","Y","","No Consent","09/01/1999","","SPPTH-MA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","LCD-QC","LCD"," 732","Lang/Lrn Disord Chld II","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1999","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 733","Dysphagia","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/2001","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 734","Comm & Aud Impairmnt","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/2001","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 740","2nd Lang Acq & Tchg","PRE/CO: LCD 701","0010","","(","Course","Pre-Rqs","LCD"," 701","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/01/1998","","","QNS01","","","","SMPL","010860","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 740","2nd Lang Acq & Tchg","PRE/CO: LCD 701","0020","Or","","Course","Co-Rqs","LCD"," 701","","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","06/01/1998","","","QNS01","","","","SMPL","010860","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","LCD-QC","LCD"," 741","Meth & Mat In Tesol","PRE: LCD 702 AND 740","0010","","","Course","Pre-Rqs","LCD"," 702","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","02/01/1999","","","QNS01","","","","SMPL","010861","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 741","Meth & Mat In Tesol","PRE: LCD 702 AND 740","0020","And","","Course","Pre-Rqs","LCD"," 740","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","02/01/1999","","","QNS01","","","","SMPL","010892","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","LCD-QC","LCD"," 742","Tesol Thru Content","PRE: LCD 741","0010","","","Course","Pre-Rqs","LCD"," 741","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","02/01/1999","","","QNS01","","","","SMPL","010895","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 750","Practicum in Adult TESOL","PRE: LCD 741, OPEN TO GRADUATE STUDENTS ONLY","0010","","","Course","Pre-Rqs","LCD"," 741","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","09/01/1998","","","QNS01","","","","SMPL","010895","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 750","Practicum in Adult TESOL","PRE: LCD 741, OPEN TO GRADUATE STUDENTS ONLY","0020","And","","Condition","","","","","0.000","0.00","Acad Level","Equal","GR","","Y","Y","Y","Y","","No Consent","09/01/1998","","GR","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","LCD-QC","LCD"," 759","Stdies Comm Disorder","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1999","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 781","Adult Lit Pract/Thry","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 782","Lang, Lit & Society","COREQ: LCD 701","0010","","","Course","Co-Rqs","LCD"," 701","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/1901","","","QNS01","","","","SMPL","010860","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 784","Pract Adlt Lit/Read","PRE: LCD 782","0010","","","Course","Pre-Rqs","LCD"," 782","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/1901","","","QNS01","","","","SMPL","010914","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 790","Seminar in Research in TESOL","PRE: LCD 707 AND 742","0010","","","Course","Pre-Rqs","LCD"," 707","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","09/01/1998","","","QNS01","","","","SMPL","010866","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 790","Seminar in Research in TESOL","PRE: LCD 707 AND 742","0020","And","","Course","Pre-Rqs","LCD"," 742","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","09/01/1998","","","QNS01","","","","SMPL","010898","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","LCD-QC","LCD"," 791","Sem:Research In Ling","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 794","Std Tchg Int Tesol-1","PRE/CO: LCD 742","0010","","(","Course","Pre-Rqs","LCD"," 742","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","09/01/2005","","","QNS01","","","","SMPL","010898","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 794","Std Tchg Int Tesol-1","PRE/CO: LCD 742","0020","Or","","Course","Co-Rqs","LCD"," 742","","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","09/01/2005","","","QNS01","","","","SMPL","010898","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","LCD-QC","LCD"," 795","Std Tchg Int-Tesol II","PRE: LCD 794","0010","","","Course","Pre-Rqs","LCD"," 794","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","02/01/2006","","","QNS01","","","","SMPL","010918","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD"," 796","St Tchg Int -Tesol","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD"," 899","Ling and Comm Dis Elec Cr","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","1911","Special Problems","PRE: Permission of the department","","","","","","","","","0.000","","","","","","","","","","","No Consent","07/03/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","1912","Special Problems","PRE: Permission of the department","","","","","","","","","0.000","","","","","","","","","","","No Consent","07/03/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","1913","Special Problems","PRE: Permission of the department","","","","","","","","","0.000","","","","","","","","","","","No Consent","07/03/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","2911","Special Problems","PRE: Permission of the department","","","","","","","","","0.000","","","","","","","","","","","No Consent","07/03/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","2912","Special Problems","PRE: Permission of the department","","","","","","","","","0.000","","","","","","","","","","","No Consent","07/03/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","2913","Special Problems","PRE: Permission of the department","","","","","","","","","0.000","","","","","","","","","","","No Consent","07/03/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","3911","Special Problems","PRE: Permission of the department","","","","","","","","","0.000","","","","","","","","","","","No Consent","07/03/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","3912","Special Problems","PRE: Permission of the department","","","","","","","","","0.000","","","","","","","","","","","No Consent","07/03/2013","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","3921","Tutorial","PRE: Junior or senior standing","0010","","","Condition","","","","","0.000","0.00","Acad Level","> or =","Lower JR","","Y","Y","Y","Y","","No Consent","07/04/2013","","31","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD","3923","Tutorial","PRE: Junior or senior standing","0010","","","Condition","","","","","0.000","0.00","Acad Level","> or =","Lower JR","","Y","Y","Y","Y","","No Consent","08/07/2013","","31","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD","4991","Lasar-Hum III","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","4992","Lasar-Smqr","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","4993","Lasar-Soc Sci","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","4994","Lasar-Pinwc","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","4995","LASAR-HUM III/PINWC","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","4996","Lasar-Socsci/Pinwc","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","7291","Pract Spe-Lang Path","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","7292","Pract Spe-Lang Path","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","7293","Pract Spe-Lang Path","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","7403","Sec Lang Acq & Tchg","PRE/CO: LCD 701","0010","","(","Course","Pre-Rqs","LCD"," 701","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","07/30/2014","","","QNS01","","","","SMPL","010860","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD","7403","Sec Lang Acq & Tchg","PRE/CO: LCD 701","0020","Or","","Course","Co-Rqs","LCD"," 701","","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","07/30/2014","","","QNS01","","","","SMPL","010860","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","LCD-QC","LCD","7404","Sec Lang Acq & Tchg","PRE/CO: LCD 701","0010","","(","Course","Pre-Rqs","LCD"," 701","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","07/30/2014","","","QNS01","","","","SMPL","010860","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD","7404","Sec Lang Acq & Tchg","PRE/CO: LCD 701","0020","Or","","Course","Co-Rqs","LCD"," 701","","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","07/30/2014","","","QNS01","","","","SMPL","010860","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","LCD-QC","LCD","7413","TESOL: 4 Lang Skills","PRE: LCD 740","0010","","","Course","Pre-Rqs","LCD"," 740","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","07/30/2014","","","QNS01","","","","SMPL","010892","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD","7414","TESOL: 4 Lang Skills","PRE: LCD 740","0010","","","Course","Pre-Rqs","LCD"," 740","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","07/30/2014","","","QNS01","","","","SMPL","010892","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LCD-QC","LCD","7971","Special Problems","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","7972","Special Problems","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LCD","7973","Special Problems","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LING"," 791","Materials Develop","","","","","","","","","","","","","","","","","","","","","No Consent","05/31/1988","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LING"," 899","Ling and Comm DIs Elec Cr","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LING","1912","Special Problems","","","","","","","","","","","","","","","","","","","","","No Consent","06/05/2009","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LING","2911","Special Problems","","","","","","","","","","","","","","","","","","","","","No Consent","06/05/2009","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LING","2912","Special Problems","","","","","","","","","","","","","","","","","","","","","No Consent","06/05/2009","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","ARTHU","LCD-QC","LING","2913","Special Problems","","","","","","","","","","","","","","","","","","","","","No Consent","06/05/2009","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","PROV","LEAP-QC","LEAP","   1","Writ & Lit Of Work","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1992","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","PROV","LEAP-QC","LEAP","   6","Work/Class/Culture","PRE: LEAP 001, OPEN ONLY TO PROGRAM CODE LP","0010","","","Course","Pre-Rqs","LEAP","   1","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","09/01/1992","","","QNS01","","","","SMPL","010929","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","PROV","LEAP-QC","LEAP","   6","Work/Class/Culture","PRE: LEAP 001, OPEN ONLY TO PROGRAM CODE LP","0020","And","","Condition","","","","","0.000","0.00","Std Group","Equal","LEAP","","Y","Y","Y","Y","","No Consent","09/01/1992","","LEAP","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","PROV","LEAP-QC","LEAP","   7","African-Amer Lit","PRE: LEAP 001, OPEN ONLY TO PROGRAM CODE LP","0010","","","Course","Pre-Rqs","LEAP","   1","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","09/01/1992","","","QNS01","","","","SMPL","010929","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","PROV","LEAP-QC","LEAP","   7","African-Amer Lit","PRE: LEAP 001, OPEN ONLY TO PROGRAM CODE LP","0020","And","","Condition","","","","","0.000","0.00","Std Group","Equal","LEAP","","Y","Y","Y","Y","","No Consent","09/01/1992","","LEAP","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","PROV","LEAP-QC","LEAP","  10","Language & Society","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1993","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","PROV","LEAP-QC","LEAP","  40","Golden Age Span Cult","PRE: LEAP 006","0010","","","Course","Pre-Rqs","LEAP","   6","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","09/01/1993","","","QNS01","","","","SMPL","010930","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","PROV","LEAP-QC","LEAP","  43","Latin American Lit","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1993","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","SOCSC","LIBR-QC","GLIB"," 727","Collection Devel","","","","","","","","","","","","","","","","","","","","","No Consent","05/31/1984","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","SOCSC","LIBR-QC","GLIB"," 762I","Ethnic & Lib Inst","","","","","","","","","","","","","","","","","","","","","No Consent","05/31/1980","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","SOCSC","LIBR-QC","GLIB"," 771","Rg Mgmt Ac & Res","","","","","","","","","","","","","","","","","","","","","No Consent","05/31/1980","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","PROV","LIBR-QC","LIBR"," 100","Information Literacy","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1998","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","PROV","LIBR-QC","LIBR"," 150","Fund Lib Res Soc Sci","PRE: ENGL 110","0010","","","Course","Pre-Rqs","ENGL"," 110","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","02/01/1988","","","QNS01","","","","SMPL","007747","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LIBR-QC","LIBR"," 170","Writing& Libr Research Methods","PRE: ENGL 110","0010","","(","Course","Pre-Rqs","ENGL"," 110","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","11/25/2013","","","QNS01","","","","SMPL","007747","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","ARTHU","LIBR-QC","LIBR"," 170","Writing& Libr Research Methods","PRE: ENGL 110","0020","Or","","Course","Pre-Rqs","ENGL"," 110H","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","11/25/2013","","","QNS01","","","","SMPL","007748","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","ARTHU","LIBR-QC","LIBR"," 170","Writing& Libr Research Methods","PRE: ENGL 110","0030","Or","","Course","Pre-Rqs","ENGL"," 110M","","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","11/25/2013","","","QNS01","","","","SMPL","007749","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","ARTHU","LIBR-QC","LIBR"," 498","Library Major Elective Credits","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","PROV","LIBR-QC","LIBR"," 499","Library Elective Credit","","","","","","","","","","","","","","","","","","","","","No Consent","07/30/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH","   9MEX","Mathematics Exemption","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH","  91M0009","CUNY Math Placement S1 < 10","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH","  91M0044","ACT Math Level I M1 00-44","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH","  91M1020","CUNY Math Placement S1 10-20","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","PROV","MATH-QC","MATH","  91M4599","ACT Math Level I M1 45-99","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","MNS","MATH-QC","MATH","  92M0009","CUNY Math Placement S2 < 10","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
